date,tournament,radiant,dire,winner,match_id
2013-11-10,D2CL,Fnatic.EU,EG,RADIANT,378977873
2013-11-10,D2L Season 4 Prelims,EG,mouz,RADIANT,379190227
2013-11-10,D2CL,EG,Fnatic.EU,DIRE,379066996
2013-11-10,D2L Season 4 Prelims,mouz,EG,RADIANT,379154888
2013-11-11,DreamLeague Prelims,EG,Liquid,DIRE,380322564
2013-11-11,DreamLeague Prelims,EG,Alliance,RADIANT,380214704
2013-11-12,G-League 2013 West Qualifiers,Empire,EG,DIRE,380735492
2013-11-12,G-League 2013 West Qualifiers,EG,Empire,RADIANT,380783194
2013-11-12,G-League 2013 West Qualifiers,EG,Speed.int,DIRE,380840973
2013-11-12,D2L Season 4 Prelims,NaVi,EG,RADIANT,381204647
2013-11-12,D2L Season 4 Prelims,EG,NaVi,RADIANT,381248551
2013-11-12,G-League 2013 West Qualifiers,EG,Empire,DIRE,380675046
2013-11-12,G-League 2013 West Qualifiers,Speed.int,EG,RADIANT,380911966
2013-11-14,D2CL,EG,VP,RADIANT,383712393
2013-11-14,D2CL,VP,EG,DIRE,383678037
2013-11-14,D2CL,EG,VP,DIRE,383632171
2013-11-14,DreamLeague Prelims,EG,VP,DIRE,383223089
2013-11-15,Netolic 4: West,EG,Fnatic.EU,RADIANT,385235936
2013-11-15,Netolic 4: West,Fnatic.EU,EG,DIRE,385165040
2013-11-17,D2L Season 4 Prelims,EG,Fnatic.EU,RADIANT,388931574
2013-11-17,D2L Season 4 Prelims,EG,Fnatic.EU,DIRE,389119517
2013-11-17,Netolic 4: West,EG,Speed.int,DIRE,389201258
2013-11-17,Netolic 4: West,Speed.int,EG,RADIANT,389247351
2013-11-17,D2L Season 4 Prelims,Fnatic.EU,EG,RADIANT,389047536
2013-11-19,DreamLeague Prelims,EG,NaVi,DIRE,391792704
2013-11-20,DreamLeague Prelims,EG,Liquid,DIRE,392898068
2013-11-22,MLG Columbus,EG,NaVi,DIRE,395700456
2013-11-22,MLG Columbus,EG,Fnatic.EU,RADIANT,395758476
2013-11-22,MLG Columbus,EG,Pretty Boy,RADIANT,395798654
2013-11-23,MLG Columbus,EG,DK,DIRE,396944953
2013-11-23,MLG Columbus,Speed.int,EG,RADIANT,397053421
2013-11-23,MLG Columbus,EG,SIGMA.int,DIRE,396842770
2013-11-23,MLG Columbus,EG,Liquid,DIRE,397123032
2013-11-23,MLG Columbus,EG,Alliance,DIRE,397263628
2013-11-27,Netolic 4: West,Fnatic.EU,EG,RADIANT,401733060
2013-11-27,Netolic 4: West,EG,Fnatic.EU,DIRE,401793764
2013-12-01,Netolic 4: West,mouz,EG,DIRE,406700492
2013-12-01,Netolic 4: West,EG,mouz,RADIANT,406728082
2013-12-03,Netolic 4: West,RoX.KIS,EG,DIRE,408829071
2013-12-03,Netolic 4: West,EG,RoX.KIS,RADIANT,408800303
2013-12-04,Netolic 4: West,EG,Super Strong,DIRE,409727675
2013-12-04,Netolic 4: West,EG,Empire,DIRE,409811089
2013-12-04,Netolic 4: West,Super Strong,EG,RADIANT,409643210
2014-02-01,joinDOTA League: America,EHUG,EG,DIRE,495861689
2014-02-01,joinDOTA League: America,EG,EHUG,RADIANT,495896066
2014-02-05,MLG TKO: America,EG,Denial 2,RADIANT,502148305
2014-02-05,MLG TKO: America,EG,Revenge,RADIANT,502263499
2014-02-06,MLG TKO: America,EG,Psst,RADIANT,507316118
2014-02-09,joinDOTA League: America,EG,The House,RADIANT,513035794
2014-02-09,joinDOTA League: America,The House,EG,DIRE,513069296
2014-02-12,Netolic 5: West,team wwd,EG,DIRE,518129582
2014-02-12,Netolic 5: West,EG,team wwd,RADIANT,518172673
2014-02-13,MLG TKO: America,EG,Liquid,RADIANT,519529058
2014-02-13,MLG TKO: America,EG,EHUG,RADIANT,519561177
2014-02-18,joinDOTA League: America,CNB,EG,DIRE,528226053
2014-02-18,joinDOTA League: America,EG,CNB,RADIANT,528263043
2014-02-19,MLG TKO: America,EG,SwG,RADIANT,529949788
2014-02-26,Netolic 5: West,EG,RoX.KIS,DIRE,539904592
2014-02-26,Netolic 5: West,RoX.KIS,EG,RADIANT,539968894
2014-02-26,MLG TKO: America,EG,EHUG,RADIANT,540229629
2014-02-26,MLG TKO: America,EHUG,EG,DIRE,540249481
2014-02-28,joinDOTA League: America,EG,SNA,RADIANT,542898038
2014-02-28,Netolic 5: West,EG,Revenge,RADIANT,542623141
2014-02-28,joinDOTA League: America,SNA,EG,DIRE,542919859
2014-03-02,MLG TKO: America,EG,C9,DIRE,545964857
2014-03-02,MLG TKO: America,C9,EG,DIRE,546012937
2014-03-02,MLG TKO: America,EG,C9,RADIANT,546058019
2014-03-07,Monster Invitational,EG,EHUG,RADIANT,552679135
2014-03-07,Monster Invitational,EHUG,EG,DIRE,552619454
2014-03-08,Monster Invitational,C9,EG,RADIANT,554338876
2014-03-08,Monster Invitational,EG,C9,DIRE,554289897
2014-03-09,Monster Invitational,EG,Liquid,RADIANT,555695962
2014-03-09,Monster Invitational,C9,EG,DIRE,555906951
2014-03-09,Monster Invitational,Liquid,EG,DIRE,555761459
2014-03-09,Monster Invitational,C9,EG,DIRE,556045765
2014-03-09,Monster Invitational,C9,EG,DIRE,556114277
2014-03-09,Monster Invitational,EG,C9,DIRE,555997240
2014-03-09,Monster Invitational,EG,C9,DIRE,556081674
2014-03-11,StarSeries IX Prelims: America,EG,EHUG,RADIANT,558689145
2014-03-12,StarSeries IX Prelims: America,EG,DOG,RADIANT,559958186
2014-03-12,DreamLeague Season 1 Prelims,SIGMA.int,EG,DIRE,559716425
2014-03-12,DreamLeague Season 1 Prelims,EG,C9,DIRE,559778139
2014-03-13,MLG TKO: America,Revenge,EG,DIRE,561154302
2014-03-13,MLG TKO: America,EG,Revenge,RADIANT,561178523
2014-03-14,Netolic 5: West,MYM 2,EG,DIRE,562197851
2014-03-14,Netolic 5: West,EG,MYM 2,RADIANT,562263932
2014-03-15,Netolic 5: West,EG,VP,RADIANT,563999328
2014-03-15,Netolic 5: West,VP,EG,DIRE,564081178
2014-03-17,StarSeries IX Prelims: America,DNT,EG,DIRE,567145354
2014-03-18,DreamLeague Season 1 Prelims,EG,DOG,RADIANT,568315790
2014-03-18,StarSeries IX Prelims: America,EG,CNB,RADIANT,568496889
2014-03-20,joinDOTA League: America,EG,uG,RADIANT,571295579
2014-03-20,joinDOTA League: America,uG,EG,DIRE,571326042
2014-03-21,joinDOTA League: America,EG,Revenge,DIRE,572875174
2014-03-21,joinDOTA League: America,Revenge,EG,DIRE,572917615
2014-03-22,MLG TKO: America,EG,Liquid,DIRE,574558669
2014-03-22,MLG TKO: America,Liquid,EG,DIRE,574624185
2014-03-23,joinDOTA League: America,TOP5,EG,DIRE,576443162
2014-03-23,joinDOTA League: America,EG,TOP5,RADIANT,576476874
2014-03-23,StarSeries IX Prelims: America,Liquid,EG,DIRE,576560135
2014-03-24,MLG TKO: America,EG,C9,RADIANT,577893660
2014-03-24,MLG TKO: America,C9,EG,DIRE,577957891
2014-03-24,MLG TKO: America,EG,C9,RADIANT,578014785
2014-03-24,StarSeries IX Prelims: America,EG,Osiris,RADIANT,578086507
2014-03-25,StarSeries IX Prelims: America,EG,Revenge,RADIANT,579402378
2014-03-26,DreamLeague Season 1 Prelims,EG,RoX.KIS,RADIANT,580795951
2014-03-26,DreamLeague Season 1 Prelims,DOG,EG,RADIANT,580713548
2014-03-26,DreamLeague Season 1 Prelims,VP,EG,DIRE,580607270
2014-03-28,MLG TKO: America,Liquid,EG,DIRE,584072133
2014-03-28,MLG TKO: America,EG,Liquid,RADIANT,584106752
2014-03-28,MLG TKO: America,Liquid,EG,DIRE,584148650
2014-03-30,StarSeries IX Prelims: America,Liquid,EG,DIRE,587772635
2014-03-30,StarSeries IX Prelims: America,EG,Liquid,DIRE,587807555
2014-03-30,StarSeries IX Prelims: America,Liquid,EG,DIRE,587858778
2014-03-31,StarSeries IX Prelims: America,DOG,EG,RADIANT,589315764
2014-03-31,StarSeries IX Prelims: America,EG,DOG,RADIANT,589345005
2014-03-31,StarSeries IX Prelims: America,DOG,EG,DIRE,589364583
2014-04-01,StarSeries IX Prelims: America,Liquid,EG,DIRE,590696230
2014-04-01,StarSeries IX Prelims: America,EG,Liquid,DIRE,590730709
2014-04-01,StarSeries IX Prelims: America,Liquid,EG,DIRE,590764421
2014-04-03,DreamLeague Season 1 Prelims,EG,Liquid,RADIANT,593144800
2014-04-05,MLG TKO: America,Liquid,EG,DIRE,596456585
2014-04-05,MLG TKO: America,Liquid,EG,DIRE,596565621
2014-04-05,MLG TKO: America,EG,Liquid,DIRE,596503839
2014-04-06,D2L Western Challenge,Fnatic.EU,EG,DIRE,598018843
2014-04-06,D2L Western Challenge,Fnatic.EU,EG,DIRE,598086137
2014-04-06,D2L Western Challenge,EG,Liquid,RADIANT,598175753
2014-04-06,D2L Western Challenge,EG,Liquid,RADIANT,598249980
2014-04-07,D2L Western Challenge,C9,EG,DIRE,599460339
2014-04-07,D2L Western Challenge,EG,C9,RADIANT,599397488
2014-04-09,DreamLeague Season 1 Prelims,C9,EG,RADIANT,602341542
2014-04-09,DreamLeague Season 1 Prelims,Empire,EG,RADIANT,602248335
2014-04-12,joinDOTA League: America,SNA,EG,DIRE,607116842
2014-04-12,joinDOTA League: America,EG,SNA,RADIANT,607208315
2014-04-13,D2L Western Challenge,NaVi,EG,RADIANT,608748647
2014-04-13,D2L Western Challenge,EG,NaVi,RADIANT,608853217
2014-04-13,D2L Western Challenge,EG,NaVi,DIRE,608911508
2014-04-14,DreamLeague Season 1 Prelims,EG,Liquid,RADIANT,610451558
2014-04-17,StarSeries IX Finals,EG,NaVi,RADIANT,614053512
2014-04-17,StarSeries IX Finals,EG,RoX.KIS,RADIANT,614682658
2014-04-18,StarSeries IX Finals,EG,iG,RADIANT,615605028
2014-04-18,StarSeries IX Finals,EG,Alliance,RADIANT,616428333
2014-04-18,StarSeries IX Finals,Alliance,EG,DIRE,616486143
2014-04-19,StarSeries IX Finals,DK,EG,RADIANT,617956329
2014-04-19,StarSeries IX Finals,EG,DK,DIRE,617860584
2014-04-20,StarSeries IX Finals,Empire,EG,RADIANT,619356934
2014-04-20,StarSeries IX Finals,EG,Empire,RADIANT,619476968
2014-04-20,StarSeries IX Finals,EG,Empire,DIRE,619553403
2014-04-28,joinDOTA League: America,Liquid,EG,DIRE,632712609
2014-04-28,joinDOTA League: America,EG,Liquid,RADIANT,632760427
2014-04-30,D2CL Season 3,EG,Relax,RADIANT,635894184
2014-04-30,D2CL Season 3,Relax,EG,DIRE,635990708
2014-05-01,D2CL Season 3,Alliance,EG,RADIANT,637733992
2014-05-01,D2CL Season 3,EG,Alliance,DIRE,637826206
2014-05-01,ESL Frankfurt: America Qualifiers,VA,EG,DIRE,638005870
2014-05-01,ESL Frankfurt: America Qualifiers,EG,VA,RADIANT,637965378
2014-05-03,ESL Frankfurt: America Qualifiers,EG,NAR,DIRE,641458923
2014-05-03,D2L Western Challenge,EG,Alliance,RADIANT,641368857
2014-05-03,D2L Western Challenge,EG,Alliance,DIRE,641230160
2014-05-03,D2L Western Challenge,EG,Alliance,RADIANT,641134568
2014-05-03,ESL Frankfurt: America Qualifiers,NAR,EG,DIRE,641504701
2014-05-03,The Summit: Americas Qualifiers,EG,EHUG,RADIANT,641728150
2014-05-03,ESL Frankfurt: America Qualifiers,EG,NAR,RADIANT,641584888
2014-05-03,The Summit: Americas Qualifiers,EG,Liquid,RADIANT,641675471
2014-05-04,ESL Frankfurt: America Qualifiers,Liquid,EG,RADIANT,643231908
2014-05-04,ESL Frankfurt: America Qualifiers,EG,Liquid,RADIANT,643318695
2014-05-04,ESL Frankfurt: America Qualifiers,Liquid,EG,DIRE,643403227
2014-05-04,The Summit: Americas Qualifiers,EG,SNA,RADIANT,643511962
2014-05-04,The Summit: Americas Qualifiers,EG,Revenge,RADIANT,643542965
2014-05-04,ESL Frankfurt: America Qualifiers,EG,Liquid,RADIANT,643128080
2014-05-05,The Summit: Americas Qualifiers,EG,CNB,RADIANT,645117561
2014-05-07,The Summit: Americas Qualifiers,EG,NAR,RADIANT,648169297
2014-05-07,The Summit: Americas Qualifiers,EG,BANearth,RADIANT,648204610
2014-05-08,The Summit: Americas Qualifiers,EG,Liquid,RADIANT,649703125
2014-05-08,The Summit: Americas Qualifiers,Liquid,EG,DIRE,649777113
2014-05-09,The Summit: Americas Qualifiers,EG,SNA,RADIANT,651543029
2014-05-09,The Summit: Americas Qualifiers,EG,SNA,RADIANT,651601724
2014-05-09,The Summit: Americas Qualifiers,SNA,EG,DIRE,651564334
2014-05-10,D2CL Season 3,RoX.KIS,EG,DIRE,652966360
2014-05-10,DreamLeague Season 1 Prelims,EG,Alliance,RADIANT,653132443
2014-05-10,DreamLeague Season 1 Prelims,EG,MYM 2,RADIANT,653216886
2014-05-10,D2CL Season 3,EG,RoX.KIS,RADIANT,652881232
2014-05-11,DreamLeague Season 1 Prelims,EG,Fnatic.EU,RADIANT,655133930
2014-05-13,D2CL Season 3,EG,MYM 2,RADIANT,658486136
2014-05-13,D2CL Season 3,MYM 2,EG,DIRE,658546157
2014-05-13,D2CL Season 3,EG,VP,RADIANT,658281560
2014-05-13,D2CL Season 3,VP,EG,DIRE,658365062
2014-05-28,D2CL Season 3,Power Rangers,EG,RADIANT,685975378
2014-05-28,D2CL Season 3,EG,Power Rangers,DIRE,686046558
2014-05-28,D2CL Season 3,EG,Power Rangers,RADIANT,685900192
2014-06-03,ADL Season 2,Liquid,mouz,DIRE,698794493
2014-06-03,ADL Season 2,Liquid,mouz,DIRE,698738263
2014-06-03,ADL Season 2,mouz,Liquid,DIRE,698646635
2014-06-03,ADL Season 2,Liquid,mouz,DIRE,698819355
2014-06-05,The Summit Finals,EG,NaVi,DIRE,702559658
2014-06-05,The Summit Finals,EG,VG,DIRE,702723431
2014-06-05,The Summit Finals,EG,NaVi.US,RADIANT,702851169
2014-06-06,The Summit Finals,Fnatic.EU,EG,DIRE,703036091
2014-06-06,The Summit Finals,DK,EG,RADIANT,704224839
2014-06-07,The Summit Finals,NaVi,EG,DIRE,706726098
2014-06-07,The Summit Finals,Fnatic.EU,EG,DIRE,705881825
2014-06-07,The Summit Finals,EG,NaVi,RADIANT,706788951
2014-06-07,The Summit Finals,EG,Fnatic.EU,RADIANT,706021421
2014-06-08,The Summit Finals,EG,VG,RADIANT,707945932
2014-06-08,The Summit Finals,VG,EG,RADIANT,708058430
2014-06-08,The Summit Finals,EG,VG,RADIANT,708159015
2014-06-08,The Summit Finals,EG,DK,DIRE,708550773
2014-06-08,The Summit Finals,DK,EG,DIRE,708597384
2014-06-08,The Summit Finals,EG,DK,DIRE,708636368
2014-06-08,The Summit Finals,DK,EG,DIRE,708689206
2014-06-08,The Summit Finals,DK,EG,DIRE,708733121
2014-06-14,DreamLeague Season 1 Finals,mouz,EG,RADIANT,719787736
2014-06-14,DreamLeague Season 1 Finals,Alliance,EG,RADIANT,719150885
2014-06-14,DreamLeague Season 1 Finals,EG,mouz,DIRE,719889782
2014-06-20,D2L Western Challenge,RoX.KIS,EG,DIRE,731748620
2014-06-20,D2L Western Challenge,EG,RoX.KIS,RADIANT,731861391
2014-06-22,D2L Western Challenge,Fnatic.EU,EG,DIRE,736129328
2014-06-22,D2L Western Challenge,EG,Fnatic.EU,RADIANT,736010387
2014-06-24,D2L Western Challenge,EG,NaVi,RADIANT,739558954
2014-06-24,D2L Western Challenge,NaVi,EG,DIRE,739478650
2014-06-24,D2L Western Challenge,NaVi,EG,DIRE,739682788
2014-06-29,ESL Frankfurt Finals,Fnatic.EU,EG,DIRE,748913915
2014-06-29,ESL Frankfurt Finals,iG,EG,DIRE,749100575
2014-06-29,ESL Frankfurt Finals,EG,iG,DIRE,749196805
2014-06-29,ESL Frankfurt Finals,iG,EG,RADIANT,749253724
2014-06-29,ESL Frankfurt Finals,NaVi,EG,DIRE,748080585
2014-06-29,ESL Frankfurt Finals,EG,Fnatic.EU,DIRE,748788622
2014-06-29,ESL Frankfurt Finals,Fnatic.EU,EG,DIRE,748681574
2014-06-29,ESL Frankfurt Finals,EG,NaVi,RADIANT,748188154
2014-07-08,The International 2014: Play in,CIS,Liquid,DIRE,765679459
2014-07-08,The International 2014: Play in,CIS,Liquid,DIRE,765748974
2014-07-08,The International 2014: Play in,MVP Phoenix,Liquid,DIRE,765816652
2014-07-08,The International 2014: Play in,Liquid,MVP Phoenix,RADIANT,765876986
2014-07-09,The International 2014,EG,Liquid,DIRE,767698877
2014-07-09,The International 2014,Nb,Liquid,DIRE,767633099
2014-07-09,The International 2014,Arrow,EG,DIRE,767267226
2014-07-09,The International 2014,LGD.cn,EG,DIRE,767501696
2014-07-09,The International 2014,Fnatic.EU,EG,DIRE,767634401
2014-07-09,The International 2014,DK,Liquid,DIRE,767570030
2014-07-09,The International 2014,EG,Liquid,DIRE,767698877
2014-07-09,The International 2014,EG,C9,DIRE,767201207
2014-07-09,The International 2014,NaVi.US,Liquid,RADIANT,767304257
2014-07-10,The International 2014,C9,Liquid,RADIANT,769337333
2014-07-10,The International 2014,Liquid,Arrow,DIRE,769408915
2014-07-10,The International 2014,NaVi,EG,DIRE,769229353
2014-07-10,The International 2014,EG,iG,DIRE,768904017
2014-07-10,The International 2014,Titan,EG,DIRE,769433230
2014-07-10,The International 2014,LGD.cn,Liquid,RADIANT,769166153
2014-07-10,The International 2014,Empire,Liquid,DIRE,769083280
2014-07-10,The International 2014,Liquid,Fnatic.EU,RADIANT,768808772
2014-07-10,The International 2014,Nb,EG,DIRE,769061465
2014-07-11,The International 2014,NaVi.US,EG,DIRE,771166363
2014-07-11,The International 2014,mouz,EG,DIRE,770659821
2014-07-11,The International 2014,Liquid,Titan,RADIANT,771196094
2014-07-11,The International 2014,Liquid,Alliance,RADIANT,771125367
2014-07-11,The International 2014,VG,EG,DIRE,770777219
2014-07-11,The International 2014,Liquid,VG,DIRE,770995607
2014-07-11,The International 2014,EG,Empire,RADIANT,770978831
2014-07-11,The International 2014,iG,Liquid,DIRE,770724297
2014-07-11,The International 2014,NaVi,Liquid,RADIANT,770826349
2014-07-12,The International 2014,EG,DK,DIRE,772457564
2014-07-12,The International 2014,Alliance,EG,DIRE,772548096
2014-07-12,The International 2014,mouz,Liquid,RADIANT,772554830
2014-07-13,The International 2014,LGD.cn,Liquid,RADIANT,774318898
2014-07-13,The International 2014,Liquid,LGD.cn,DIRE,774247535
2014-07-18,The International 2014,EG,Nb,DIRE,783801256
2014-07-18,The International 2014,Nb,EG,RADIANT,783746701
2014-07-18,The International 2014,EG,DK,RADIANT,783676866
2014-07-18,The International 2014,DK,EG,DIRE,783571610
2014-07-20,The International 2014,VG,EG,DIRE,787900748
2014-07-20,The International 2014,VG,EG,RADIANT,787943161
2014-07-20,The International 2014,VG,EG,RADIANT,787871901
2014-08-26,StarSeries X Americas Qualifiers,EG,SP,RADIANT,858391957
2014-09-01,StarSeries X Americas Qualifiers,NoT,EG,DIRE,869841160
2014-09-04,WEC Final,VG,EG,RADIANT,874989663
2014-09-04,WEC Final,EG,VG,DIRE,874942027
2014-09-05,WEC Final,NaVi,EG,DIRE,877576348
2014-09-05,WEC Final,EG,Team HGT,RADIANT,877432371
2014-09-05,WEC Final,Team HGT,EG,DIRE,877380642
2014-09-05,WEC Final,EG,NaVi,RADIANT,877672692
2014-09-06,WEC Final,Nb,EG,DIRE,878039253
2014-09-06,WEC Final,EG,VG,RADIANT,878404569
2014-09-06,WEC Final,VG,EG,DIRE,878550648
2014-09-06,WEC Final,EG,Nb,RADIANT,878157122
2014-09-07,WEC Final,C9,EG,DIRE,880773931
2014-09-07,WEC Final,C9,EG,DIRE,880970689
2014-09-07,WEC Final,EG,C9,RADIANT,881126787
2014-09-07,WEC Final,EG,C9,DIRE,880622220
2014-09-07,WEC Final,C9,EG,DIRE,880449530
2014-09-09,StarSeries X Americas Qualifiers,uG,EG,DIRE,886257991
2014-09-14,ESL One NY Americas Qualifiers,EG,TC,RADIANT,897142311
2014-09-14,ESL One NY Americas Qualifiers,TC,EG,DIRE,897201088
2014-09-15,StarSeries X Americas Qualifiers,EG,SNA,DIRE,899328550
2014-09-15,StarSeries X Americas Qualifiers,CNB,EG,DIRE,899409683
2014-09-15,StarSeries X Americas Qualifiers,NaVi.US,EG,DIRE,899471452
2014-09-16,StarSeries X Americas Qualifiers,EG,DD,RADIANT,901316211
2014-09-21,ESL One NY Americas Qualifiers,EG,coL 2,RADIANT,911936824
2014-09-21,ESL One NY Americas Qualifiers,coL 2,EG,DIRE,912060490
2014-09-22,StarSeries X Americas Qualifiers,SNA,EG,DIRE,914208911
2014-09-22,StarSeries X Americas Qualifiers,EG,SNA,RADIANT,914163237
2014-09-23,StarSeries X Americas Qualifiers,EG,NaVi.US,RADIANT,916369378
2014-09-23,StarSeries X Americas Qualifiers,EG,NaVi.US,DIRE,916324232
2014-09-23,StarSeries X Americas Qualifiers,NaVi.US,EG,DIRE,916280284
2014-09-26,StarSeries X Americas Qualifiers,EG,Nyx,DIRE,922956958
2014-09-26,StarSeries X Americas Qualifiers,Nyx,EG,DIRE,922902610
2014-09-26,StarSeries X Americas Qualifiers,EG,Nyx,RADIANT,923054666
2014-09-26,StarSeries X Americas Qualifiers,Nyx,EG,RADIANT,923008199
2014-10-06,Dota Pit League 2,M5,EG,DIRE,944868826
2014-10-06,Dota Pit League 2,EG,M5,RADIANT,944818222
2014-10-09,ESL One NY Finals,Alliance,EG,RADIANT,950618401
2014-10-10,ESL One NY Finals,EG,C9,RADIANT,952200005
2014-10-10,ESL One NY Finals,C9,EG,RADIANT,952319500
2014-10-10,ESL One NY Finals,EG,C9,RADIANT,952390999
2014-10-10,ESL One NY Finals,EG,VG,DIRE,952516046
2014-10-10,ESL One NY Finals,VG,EG,DIRE,952594529
2014-10-10,ESL One NY Finals,EG,VG,DIRE,952639755
2014-10-15,Dota Pit League 2,4ASC,EG,DIRE,962657545
2014-10-15,Dota Pit League 2,EG,4ASC,RADIANT,962498539
2014-10-18,Dota Pit League 2,Fnatic.EU,EG,RADIANT,969155774
2014-10-18,Dota Pit League 2,EG,Fnatic.EU,RADIANT,969210569
2014-10-23,StarSeries X Finals,EG,mouz 2,RADIANT,977664969
2014-10-23,StarSeries X Finals,EG,Alliance,RADIANT,978458192
2014-10-24,StarSeries X Finals,EG,C9,DIRE,979625933
2014-10-24,StarSeries X Finals,NaVi,EG,RADIANT,981038021
2014-10-24,StarSeries X Finals,EG,NaVi,RADIANT,981118546
2014-10-24,StarSeries X Finals,NaVi,EG,DIRE,981172491
2014-10-25,StarSeries X Finals,Secret,EG,RADIANT,982776752
2014-10-25,StarSeries X Finals,EG,Secret,DIRE,982966785
2014-10-26,StarSeries X Finals,EG,Secret,RADIANT,985780481
2014-10-26,StarSeries X Finals,Secret,EG,DIRE,985709661
2014-10-26,StarSeries X Finals,EG,Secret,DIRE,985628940
2014-10-26,StarSeries X Finals,EG,C9,RADIANT,985350601
2014-10-26,StarSeries X Finals,EG,C9,RADIANT,985081593
2014-10-26,StarSeries X Finals,Secret,EG,DIRE,985527495
2014-10-26,StarSeries X Finals,C9,EG,RADIANT,985233775
2014-10-30,Dota Pit League 2,Power Rangers,EG,DIRE,993282195
2014-10-30,Dota Pit League 2,EG,Power Rangers,RADIANT,993380999
2014-11-03,D2L Season 5 Western Qualifiers,VP 2,EG,DIRE,1002533495
2014-11-03,D2L Season 5 Western Qualifiers,VP 2,EG,DIRE,1002600446
2014-11-06,D2L Season 5 Western Qualifiers,C9,EG,DIRE,1008796520
2014-11-06,D2L Season 5 Western Qualifiers,C9,EG,DIRE,1008733651
2014-11-06,D2L Season 5 Western Qualifiers,EG,C9,DIRE,1008677560
2014-11-07,Dota Pit League 2,coL 2,EG,RADIANT,1011072014
2014-11-07,Dota Pit League 2,EG,coL 2,DIRE,1010993194
2014-11-09,Dota Pit League 2,EG,mouz 2,RADIANT,1015931030
2014-11-09,Dota Pit League 2,mouz 2,EG,DIRE,1015995258
2014-11-13,D2L Season 5 Western Qualifiers,Empire,EG,RADIANT,1023482270
2014-11-13,D2L Season 5 Western Qualifiers,Empire,EG,DIRE,1023536491
2014-11-13,D2L Season 5 Western Qualifiers,EG,Empire,RADIANT,1023588931
2014-11-15,D2L Season 5 Western Qualifiers,NaVi.US,EG,DIRE,1027933298
2014-11-15,D2L Season 5 Western Qualifiers,NaVi.US,EG,DIRE,1028037172
2014-11-16,D2L Season 5 Western Qualifiers,Nyx,EG,DIRE,1030391240
2014-11-16,D2L Season 5 Western Qualifiers,Nyx,EG,RADIANT,1030485383
2014-11-16,D2L Season 5 Western Qualifiers,EG,Nyx,DIRE,1030561064
2014-11-20,DreamLeague Season 2,VP,EG,RADIANT,1037193107
2014-11-20,DreamLeague Season 2,VP,EG,DIRE,1037330055
2014-11-20,DreamLeague Season 2,4ASC,EG,RADIANT,1037524500
2014-11-20,DreamLeague Season 2,EG,4ASC,RADIANT,1037661804
2014-11-21,DreamLeague Season 2,VP 2,EG,DIRE,1039946582
2014-11-21,DreamLeague Season 2,MVP Phoenix,EG,DIRE,1039389389
2014-11-21,DreamLeague Season 2,VP 2,EG,DIRE,1039797412
2014-11-21,DreamLeague Season 2,MVP Phoenix,EG,DIRE,1039561951
2014-11-22,StarSeries XI SEA,Fnatic.MY,IAP,RADIANT,1041880018
2014-11-22,DreamLeague Season 2,EG,Alliance,RADIANT,1042720490
2014-11-22,DreamLeague Season 2,Alliance,EG,DIRE,1042505750
2014-11-23,StarSeries XI SEA,Fnatic.MY,G Guard,RADIANT,1045232114
2014-11-23,DreamLeague Season 2,C9,EG,RADIANT,1044869467
2014-11-23,DreamLeague Season 2,EG,mouz 2,RADIANT,1045466138
2014-11-23,DreamLeague Season 2,mouz 2,EG,DIRE,1045260365
2014-11-23,DreamLeague Season 2,C9,EG,RADIANT,1045081903
2014-11-25,Dota Pit League 2,EG,VP,RADIANT,1049710260
2014-11-25,Dota Pit League 2,VP,EG,DIRE,1049829712
2014-11-25,D2L Season 5 Western Qualifiers,mouz 2,EG,DIRE,1049938984
2014-11-25,D2L Season 5 Western Qualifiers,EG,mouz 2,RADIANT,1050043708
2014-11-27,MPGL 2014 Finals,SiG.Tr,Fnatic.MY,DIRE,1054845593
2014-11-28,MPGL 2014 Finals,CnS,Fnatic.MY,DIRE,1055172050
2014-11-28,MPGL 2014 Finals,Fnatic.MY,Arcanys,RADIANT,1055991348
2014-11-28,MPGL 2014 Finals,Fnatic.MY,iDeal 2,RADIANT,1055414298
2014-11-28,MPGL 2014 Finals,MVP HOT6,Fnatic.MY,DIRE,1055697757
2014-11-28,DreamLeague Season 2,VP,EG,DIRE,1056581864
2014-11-28,DreamLeague Season 2,EG,VP,RADIANT,1056509688
2014-11-28,DreamLeague Season 2,EG,VP 2,RADIANT,1055648781
2014-11-28,DreamLeague Season 2,EG,VP 2,RADIANT,1055481657
2014-11-29,MPGL 2014 Finals,Fnatic.MY,Aces,RADIANT,1059927394
2014-11-29,MPGL 2014 Finals,Fnatic.MY,IAP,RADIANT,1058423258
2014-11-29,MPGL 2014 Finals,IAP,Fnatic.MY,DIRE,1058180749
2014-11-29,MPGL 2014 Finals,CnS,Fnatic.MY,DIRE,1057874465
2014-11-29,DreamLeague Season 2,EG,C9,RADIANT,1059176753
2014-11-29,DreamLeague Season 2,C9,EG,DIRE,1059030995
